"sex","sow","group.order","age","date","time","testday","context","cort_ngml","plate.name.cort","uniq.group","uniq.id","oxyt_pgml","plate.name.oxyt","time.n","time.n.z","age.z"
"f",6,2,28,2020-11-12,09:17:00,"Weaning","Weaning",20.148,"Petra_Cort_15.04.21","DG-4_F","DG-4_F_5",NA,NA,9.28333333333333,-0.31092898535141,-1.51721113840229
"f",6,2,35,2020-11-19,09:52:00,"Play","Play",6.525,"Petra_Cort_16.04.21","DG-4_F","DG-4_F_5",119.084,"BS_OXT_29.03.21",9.86666666666667,0.25262980059802,-0.977391909420317
"f",6,2,36,2020-11-20,09:55:00,"Baseline1","Baseline",15.116,"Petra_Cort_15.04.21","DG-4_F","DG-4_F_5",NA,NA,9.91666666666667,0.300934839393684,-0.900274876708607
"f",6,2,62,2020-12-16,10:48:00,"Baseline3","Baseline",6.339,"Petra Cort 27.05.21","DG-4_F","DG-4_F_5",45.599,"BS_OXT_18.05.21",10.8,1.15432385811711,1.10476797379587
"f",6,2,62,2020-12-16,11:14:00,"Separation","Separation",20.047,"Petra Cort 27.05.21","DG-4_F","DG-4_F_5",65.021,"BS_OXT_18.05.21",11.2333333333333,1.57296752767954,1.10476797379587
"f",6,2,62,2020-12-16,11:32:00,"Reunion","Reunion",10.239,"Petra Cort 27.05.21","DG-4_F","DG-4_F_5",50.735,"BS_OXT_18.05.21",11.5333333333333,1.86279776045353,1.10476797379587
"f",6,1,47,2020-12-01,08:28:00,"Baseline2","Baseline",7.988,"Petra Cort 16.06.21","DG-4_F","DG-4_F_5",NA,NA,8.46666666666667,-1.09991128568061,-0.0519875168797908
"f",6,1,48,2020-12-02,08:25:00,"Baseline2","Baseline",5.714,"Petra Cort 16.06.21","DG-4_F","DG-4_F_5",NA,NA,8.41666666666667,-1.14821632447628,0.0251295158319197
"f",6,1,49,2020-12-03,08:15:00,"Baseline2","Baseline",2.242,"Petra Cort 16.06.21","DG-4_F","DG-4_F_5",109.329,"BS_OXT_12.07.21",8.25,-1.30923312046183,0.10224654854363
"f",6,1,53,2020-12-07,09:08:00,"Baseline2","Baseline",2.125,"Petra Cort 16.06.21","DG-4_F","DG-4_F_5",169.025,"BS_OXT_12.07.21",9.13333333333333,-0.455844101738407,0.410714679390472
"f",9,1,28,2020-11-12,08:56:00,"Weaning","Weaning",22.933,"Petra_Cort_15.04.21","DG-4_W","DG-4_W_5",89.177,"BS_OXT_03.03.21",8.93333333333333,-0.649064256921068,-1.51721113840229
"f",9,1,35,2020-11-19,08:56:00,"Play","Play",9.295,"Petra_Cort_12.04.21","DG-4_W","DG-4_W_5",127.029,"BS_OXT_29.03.21",8.93333333333333,-0.649064256921068,-0.977391909420317
"f",9,1,36,2020-11-20,08:46:00,"Baseline1","Baseline",6.866,"Petra_Cort_15.04.21","DG-4_W","DG-4_W_5",138.047,"BS_OXT_29.03.21",8.76666666666667,-0.810081052906619,-0.900274876708607
"f",9,2,60,2020-12-14,11:58:00,"Baseline3","Baseline",7.653,"Petra Cort 27.05.21","DG-4_W","DG-4_W_5",241.024,"BS_OXT_10.05.21",11.9666666666667,2.28144143001597,0.950533908372446
"f",9,2,60,2020-12-14,12:23:00,"Separation","Separation",17.747,"Petra Cort 27.05.21","DG-4_W","DG-4_W_5",145.26,"BS_OXT_10.05.21",12.3833333333333,2.68398341997984,0.950533908372446
"f",9,2,60,2020-12-14,12:42:00,"Reunion","Reunion",11.512,"Petra Cort 31.05.21","DG-4_W","DG-4_W_5",179.407,"BS_OXT_10.05.21",12.7,2.98991533235239,0.950533908372446
"f",9,2,47,2020-12-01,10:45:00,"Baseline2","Baseline",3.451,"Petra Cort 16.06.21","DG-4_W","DG-4_W_5",NA,NA,10.75,1.10601881932144,-0.0519875168797908
"f",9,1,49,2020-12-03,08:10:00,"Baseline2","Baseline",4.17,"Petra Cort 16.06.21","DG-4_W","DG-4_W_5",116.426,"BS_OXT_12.07.21",8.16666666666667,-1.38974151845461,0.10224654854363
"f",9,1,50,2020-12-04,08:15:00,"Baseline2","Baseline",5.253,"Petra Cort 16.06.21","DG-4_W","DG-4_W_5",NA,NA,8.25,-1.30923312046183,0.179363581255341
"f",9,1,53,2020-12-07,09:05:00,"Baseline2","Baseline",8.29,"Petra Cort 12.07.21","DG-4_W","DG-4_W_5",323.532,"BS_OXT_12.07.21",9.08333333333333,-0.504149140534071,0.410714679390472
"m",11,2,35,2020-08-27,09:33:00,"Play","Play",2.598,"PM_Cort_19.02.21","DG-2_F","DG-2_F_5",145.999,"BS_OXT_15.12.20",9.55,-0.0533021117745275,-0.977391909420317
"m",11,2,36,2020-08-28,09:14:00,"Baseline1","Baseline",4.251,"Petra_Cort_12.04.21","DG-2_F","DG-2_F_5",171.321,"BS_OXT_15.12.20",9.23333333333333,-0.359234024147077,-0.900274876708607
"m",11,1,48,2020-09-09,08:40:00,"Baseline2","Baseline",2.954,"Petra Cort 09.06.21","DG-2_F","DG-2_F_5",NA,NA,8.66666666666667,-0.906691130497951,0.0251295158319197
"m",11,1,61,2020-09-22,10:04:00,"Baseline3","Baseline",2.322,"Petra_Cort_29.04.21","DG-2_F","DG-2_F_5",91.948,"BS_OXT_21.04.21",10.0666666666667,0.445849955780681,1.02765094108416
"m",11,1,61,2020-09-22,10:32:00,"Separation","Separation",9.674,"Petra_Cort_29.04.21","DG-2_F","DG-2_F_5",154.771,"BS_OXT_21.04.21",10.5333333333333,0.896696984540225,1.02765094108416
"m",11,1,61,2020-09-22,10:52:00,"Reunion","Reunion",7.9,"Petra_Cort_29.04.21","DG-2_F","DG-2_F_5",78.24,"BS_OXT_21.04.21",10.8666666666667,1.21873057651133,1.02765094108416
"m",11,2,49,2020-10-09,10:29:00,"Baseline2","Baseline",3.723,"Petra Cort 11.06.21","DG-2_F","DG-2_F_5",NA,NA,10.4833333333333,0.848391945744559,0.10224654854363
"f",12,2,61,2020-11-03,10:55:00,"Baseline3","Baseline",8.193,"Petra Cort 11.05.21","DG-3_F","DG-3_F_5",281.463,"BS_OXT_06.05.21",10.9166666666667,1.26703561530699,1.02765094108416
"f",12,2,61,2020-11-03,11:18:00,"Separation","Separation",15.388,"Petra Cort 11.05.21","DG-3_F","DG-3_F_5",98.837,"BS_OXT_06.05.21",11.3,1.63737424607376,1.02765094108416
"f",12,2,61,2020-11-03,11:35:00,"Reunion","Reunion",9.695,"Petra Cort 11.05.21","DG-3_F","DG-3_F_5",190.965,"BS_OXT_06.05.21",11.5833333333333,1.9111027992492,1.02765094108416
"f",12,2,28,2020-10-01,09:18:00,"Weaning","Weaning",11.06,"Petra_Cort_12.04.21","DG-3_F","DG-3_F_5",324.35,"BS_OXT_16.12.20",9.3,-0.294827305752855,-1.51721113840229
"f",12,2,47,2020-10-20,11:15:00,"Baseline2","Baseline",4.308,"Petra Cort 14.06.21","DG-3_F","DG-3_F_5",NA,NA,11.25,1.5890692072781,-0.0519875168797908
"f",12,2,35,2020-10-08,09:50:00,"Play","Play",3.331,"Petra_Cort_12.04.21","DG-3_F","DG-3_F_5",92.531,"BS_OXT_03.03.21",9.83333333333333,0.22042644140091,-0.977391909420317
"f",16,1,28,2021-01-14,08:39:00,"Weaning","Weaning",33.049,"Petra_Cort_16.04.21","DG-5_W","DG-5_W_5",NA,NA,8.65,-0.922792810096505,-1.51721113840229
"f",16,1,35,2021-01-21,08:39:00,"Play","Play",11.204,"Petra_Cort_28.04.21","DG-5_W","DG-5_W_5",210.096,"BS_OXT_30.03.21",8.65,-0.922792810096505,-0.977391909420317
"f",16,1,36,2021-01-22,08:49:00,"Baseline1","Baseline",11.309,"Petra_Cort_16.04.21","DG-5_W","DG-5_W_5",82.096,"BS_OXT_13.04.21",8.81666666666667,-0.761776014110954,-0.900274876708607
"f",16,2,50,2021-02-05,11:08:00,"Baseline2","Baseline",2.006,"Petra Cort 22.06.21","DG-5_W","DG-5_W_5",NA,NA,11.1333333333333,1.47635745008821,0.179363581255341
"f",16,2,64,2021-02-19,10:49:00,"Baseline3","Baseline",5.551,"Petra.Cort.01.06.21","DG-5_W","DG-5_W_5",33.743,"BS_OXT_25.05.21",10.8166666666667,1.17042553771566,1.25900203921929
"f",16,2,64,2021-02-19,11:15:00,"Separation","Separation",5.031,"Petra Cort 03.06.21","DG-5_W","DG-5_W_5",52.621,"BS_OXT_25.05.21",11.25,1.5890692072781,1.25900203921929
"f",16,2,64,2021-02-19,11:34:00,"Reunion","Reunion",3.734,"Petra Cort 03.06.21","DG-5_W","DG-5_W_5",61.09,"BS_OXT_25.05.21",11.5666666666667,1.89500111965064,1.25900203921929
"f",17,2,28,2021-01-14,09:11:00,"Weaning","Weaning",34.804,"Petra_Cort_16.04.21","DG-5_F","DG-5_F_5",NA,NA,9.18333333333333,-0.407539062942741,-1.51721113840229
"f",17,2,36,2021-01-22,09:35:00,"Baseline1","Baseline",7.501,"Petra_Cort_16.04.21","DG-5_F","DG-5_F_5",117.924,"BS_OXT_13.04.21",9.58333333333333,-0.0210987525774173,-0.900274876708607
"f",17,2,49,2021-02-04,10:25:00,"Baseline2","Baseline",6.744,"Petra Cort 21.06.21","DG-5_F","DG-5_F_5",179.537,"BS_OXT_13.07.21",10.4166666666667,0.783985227350338,0.10224654854363
"f",17,2,63,2021-02-18,10:44:00,"Baseline3","Baseline",5.144,"Petra.Cort.01.06.21","DG-5_F","DG-5_F_5",49.033,"BS_OXT_25.05.21",10.7333333333333,1.08991713972289,1.18188500650758
"f",17,2,63,2021-02-18,11:09:00,"Separation","Separation",13.85,"Petra.Cort.01.06.21","DG-5_F","DG-5_F_5",46.367,"BS_OXT_25.05.21",11.15,1.49245912968677,1.18188500650758
"f",17,2,63,2021-02-18,11:27:00,"Reunion","Reunion",7.708,"Petra.Cort.01.06.21","DG-5_F","DG-5_F_5",70.102,"BS_OXT_25.05.21",11.45,1.78228936246076,1.18188500650758
"f",2,1,28,2020-08-20,08:36:00,"Weaning","Weaning",14.156,"PM_Cort_19.02.21","DG-2_W","DG-2_W_6",116.525,"BS_OXT_08.12.20",8.6,-0.971097848892171,-1.51721113840229
"f",2,1,35,2020-08-27,08:48:00,"Play","Play",10.46,"PM_Cort_19.02.21","DG-2_W","DG-2_W_6",194.667,"BS_OXT_15.12.20",8.8,-0.777877693709509,-0.977391909420317
"m",4,2,64,2020-11-06,10:45:00,"Baseline3","Baseline",1.069,"Petra Cort 14.05.21","DG-3_W","DG-3_W_6",63.96,"BS_OXT_10.05.21",10.75,1.10601881932144,1.25900203921929
"m",4,2,64,2020-11-06,11:15:00,"Separation","Separation",4.329,"Petra Cort 14.05.21","DG-3_W","DG-3_W_6",66.028,"BS_OXT_10.05.21",11.25,1.5890692072781,1.25900203921929
"m",4,2,64,2020-11-06,11:30:00,"Reunion","Reunion",2.418,"Petra Cort 14.05.21","DG-3_W","DG-3_W_6",117.605,"BS_OXT_10.05.21",11.5,1.83059440125642,1.25900203921929
"m",4,1,28,2020-10-01,08:38:00,"Weaning","Weaning",6.377,"Petra_Cort_07.04.21","DG-3_W","DG-3_W_6",153.453,"BS_OXT_16.12.20",8.63333333333333,-0.938894489695061,-1.51721113840229
"m",4,1,48,2020-10-21,08:20:00,"Baseline2","Baseline",1.773,"Petra Cort 15.06.21","DG-3_W","DG-3_W_6",37.036,"BS_OXT_13.07.21",8.33333333333333,-1.22872472246905,0.0251295158319197
"m",4,2,50,2020-10-23,10:40:00,"Baseline2","Baseline",2.569,"Petra Cort 15.06.21","DG-3_W","DG-3_W_6",NA,NA,10.6666666666667,1.02551042132867,0.179363581255341
"m",4,1,35,2020-10-08,08:40:00,"Play","Play",12.801,"Petra_Cort_07.04.21","DG-3_W","DG-3_W_6",221.978,"BS_OXT_16.12.20",8.66666666666667,-0.906691130497951,-0.977391909420317
"m",4,1,36,2020-10-09,08:38:00,"Baseline1","Baseline",3.074,"Petra_Cort_12.04.21","DG-3_W","DG-3_W_6",110.579,"BS_OXT_03.03.21",8.63333333333333,-0.938894489695061,-0.900274876708607
"m",8,2,28,2020-11-12,09:13:00,"Weaning","Weaning",31.382,"Petra_Cort_15.04.21","DG-4_F","DG-4_F_6",67.421,"BS_OXT_29.03.21",9.21666666666667,-0.375335703745631,-1.51721113840229
"m",8,2,35,2020-11-19,10:05:00,"Play","Play",5.049,"Petra_Cort_15.04.21","DG-4_F","DG-4_F_6",220.107,"BS_OXT_29.03.21",10.0833333333333,0.461951635379237,-0.977391909420317
"m",8,2,36,2020-11-20,09:53:00,"Baseline1","Baseline",9.775,"Petra_Cort_15.04.21","DG-4_F","DG-4_F_6",207.979,"BS_OXT_29.03.21",9.88333333333333,0.268731480196574,-0.900274876708607
"m",8,2,61,2020-12-15,09:47:00,"Baseline3","Baseline",6.944,"Petra Cort 27.05.21","DG-4_F","DG-4_F_6",153.733,"BS_OXT_10.05.21",9.78333333333333,0.172121402605244,1.02765094108416
"m",8,2,61,2020-12-15,10:15:00,"Separation","Separation",15.49,"Petra Cort 27.05.21","DG-4_F","DG-4_F_6",45.581,"BS_OXT_10.05.21",10.25,0.622968431364788,1.02765094108416
"m",8,2,61,2020-12-15,10:38:00,"Reunion","Reunion",11.412,"Petra Cort 27.05.21","DG-4_F","DG-4_F_6",86.301,"BS_OXT_10.05.21",10.6333333333333,0.993307062131555,1.02765094108416
"m",8,1,47,2020-12-01,08:30:00,"Baseline2","Baseline",12.015,"Petra Cort 15.06.21","DG-4_F","DG-4_F_6",NA,NA,8.5,-1.0677079264835,-0.0519875168797908
"f",11,2,28,2020-08-20,09:03:00,"Weaning","Weaning",9.242,"Petra_Cort_12.04.21","DG-2_F","DG-2_F_6",93.766,"BS_OXT_08.12.20",9.05,-0.536352499731182,-1.51721113840229
"f",11,2,36,2020-08-28,09:11:00,"Baseline1","Baseline",6.499,"Petra_Cort_12.04.21","DG-2_F","DG-2_F_6",230.081,"BS_OXT_15.12.20",9.18333333333333,-0.407539062942741,-0.900274876708607
"f",11,1,46,2020-09-07,08:40:00,"Baseline2","Baseline",2.902,"Petra Cort 03.06.21","DG-2_F","DG-2_F_6",123.89,"BS_OXT_13.04.21",8.66666666666667,-0.906691130497951,-0.129104549591501
"f",11,2,47,2020-09-08,11:12:00,"Baseline2","Baseline",7.071,"Petra Cort 03.06.21","DG-2_F","DG-2_F_6",NA,NA,11.2,1.54076416848243,-0.0519875168797908
"f",11,2,60,2020-09-21,10:32:00,"Baseline3","Baseline",5.805,"Petra_Cort_29.04.21","DG-2_F","DG-2_F_6",156.606,"BS_OXT_21.04.21",10.5333333333333,0.896696984540225,0.950533908372446
"f",11,2,60,2020-09-21,10:58:00,"Separation","Separation",33.204,"Petra_Cort_29.04.21","DG-2_F","DG-2_F_6",241.431,"BS_OXT_21.04.21",10.9666666666667,1.31534065410266,0.950533908372446
"f",11,2,60,2020-09-21,11:20:00,"Reunion","Reunion",15.386,"Petra_Cort_29.04.21","DG-2_F","DG-2_F_6",243.813,"BS_OXT_21.04.21",11.3333333333333,1.66957760527087,0.950533908372446
"m",11,1,28,2021-01-14,08:58:00,"Weaning","Weaning",17.796,"Petra_Cort_16.04.21","DG-5_W","DG-5_W_6",NA,NA,8.96666666666667,-0.616860897723958,-1.51721113840229
"m",11,1,35,2021-01-21,08:39:00,"Play","Play",10.883,"Petra_Cort_28.04.21","DG-5_W","DG-5_W_6",145.373,"BS_OXT_29.03.21",8.65,-0.922792810096505,-0.977391909420317
"m",11,1,36,2021-01-22,08:49:00,"Baseline1","Baseline",5.167,"Petra_Cort_16.04.21","DG-5_W","DG-5_W_6",102.225,"BS_OXT_13.04.21",8.81666666666667,-0.761776014110954,-0.900274876708607
"m",11,1,47,2021-02-02,08:30:00,"Baseline2","Baseline",5.351,"Petra Cort 22.06.21","DG-5_W","DG-5_W_6",NA,NA,8.5,-1.0677079264835,-0.0519875168797908
"m",11,1,49,2021-02-04,08:28:00,"Baseline2","Baseline",1.659,"Petra Cort 12.07.21","DG-5_W","DG-5_W_6",134.882,"BS_OXT_12.07.21",8.46666666666667,-1.09991128568061,0.10224654854363
"m",11,1,53,2021-02-08,08:10:00,"Baseline2","Baseline",3.098,"Petra Cort 22.06.21","DG-5_W","DG-5_W_6",NA,NA,8.16666666666667,-1.38974151845461,0.410714679390472
"m",11,1,61,2021-02-16,08:30:00,"Baseline3","Baseline",4.483,"Petra Cort 31.05.21","DG-5_W","DG-5_W_6",99.86,"BS_OXT_19.05.21",8.5,-1.0677079264835,1.02765094108416
"m",11,1,61,2021-02-16,08:55:00,"Separation","Separation",8.001,"Petra Cort 31.05.21","DG-5_W","DG-5_W_6",49.761,"BS_OXT_19.05.21",8.91666666666667,-0.665165936519624,1.02765094108416
"m",11,1,61,2021-02-16,09:17:00,"Reunion","Reunion",8.202,"Petra Cort 31.05.21","DG-5_W","DG-5_W_6",70.242,"BS_OXT_19.05.21",9.28333333333333,-0.31092898535141,1.02765094108416
"m",13,1,28,2020-11-12,08:48:00,"Weaning","Weaning",22.073,"Petra_Cort_12.04.21","DG-4_W","DG-4_W_6",NA,NA,8.8,-0.777877693709509,-1.51721113840229
"m",13,1,35,2020-11-19,08:55:00,"Play","Play",11.732,"Petra_Cort_12.04.21","DG-4_W","DG-4_W_6",NA,NA,8.91666666666667,-0.665165936519624,-0.977391909420317
"m",13,1,36,2020-11-20,08:40:00,"Baseline1","Baseline",9.971,"Petra_Cort_12.04.21","DG-4_W","DG-4_W_6",NA,NA,8.66666666666667,-0.906691130497951,-0.900274876708607
"m",13,1,46,2020-11-30,09:36:00,"Baseline2","Baseline",4.726,"Petra Cort 16.06.21","DG-4_W","DG-4_W_6",118.121,"BS_OXT_12.07.21",9.6,-0.00499707297886308,-0.129104549591501
"m",13,2,60,2020-12-14,10:21:00,"Baseline3","Baseline",6.078,"Petra Cort 31.05.21","DG-4_W","DG-4_W_6",209.754,"BS_OXT_10.05.21",10.35,0.719578508956118,0.950533908372446
"m",13,2,60,2020-12-14,10:45:00,"Separation","Separation",13.374,"Petra Cort 03.06.21","DG-4_W","DG-4_W_6",95.618,"BS_OXT_10.05.21",10.75,1.10601881932144,0.950533908372446
"m",13,2,60,2020-12-14,11:10:00,"Reunion","Reunion",5.611,"Petra Cort 31.05.21","DG-4_W","DG-4_W_6",102.706,"BS_OXT_10.05.21",11.1666666666667,1.50856080928532,0.950533908372446
"m",14,2,61,2020-11-03,09:10:00,"Baseline3","Baseline",8.228,"Petra Cort 11.05.21","DG-3_F","DG-3_F_6",NA,NA,9.16666666666667,-0.423640742541297,1.02765094108416
"m",14,2,61,2020-11-03,09:35:00,"Separation","Separation",16.939,"Petra Cort 11.05.21","DG-3_F","DG-3_F_6",NA,NA,9.58333333333333,-0.0210987525774173,1.02765094108416
"m",14,2,61,2020-11-03,10:05:00,"Reunion","Reunion",8.039,"Petra Cort 11.05.21","DG-3_F","DG-3_F_6",NA,NA,10.0833333333333,0.461951635379237,1.02765094108416
"m",14,2,47,2020-10-20,11:15:00,"Baseline2","Baseline",4.137,"Petra Cort 14.06.21","DG-3_F","DG-3_F_6",NA,NA,11.25,1.5890692072781,-0.0519875168797908
"m",14,1,50,2020-10-23,08:25:00,"Baseline2","Baseline",4.646,"Petra Cort 14.06.21","DG-3_F","DG-3_F_6",NA,NA,8.41666666666667,-1.14821632447628,0.179363581255341
"m",14,2,35,2020-10-08,09:56:00,"Play","Play",5.205,"Petra_Cort_12.04.21","DG-3_F","DG-3_F_6",70.114,"BS_OXT_03.03.21",9.93333333333333,0.31703651899224,-0.977391909420317
"m",14,2,36,2020-10-09,09:39:00,"Baseline1","Baseline",7.852,"Petra_Cort_12.04.21","DG-3_F","DG-3_F_6",189.067,"BS_OXT_03.03.21",9.65,0.043307965816803,-0.900274876708607
"m",15,2,28,2021-01-14,09:14:00,"Weaning","Weaning",14.842,"Petra_Cort_16.04.21","DG-5_F","DG-5_F_6",NA,NA,9.23333333333333,-0.359234024147077,-1.51721113840229
"m",15,2,35,2021-01-21,09:38:00,"Play","Play",4.565,"Petra_Cort_16.04.21","DG-5_F","DG-5_F_6",136.234,"BS_OXT_30.03.21",9.63333333333333,0.0272062862182471,-0.977391909420317
"m",15,2,36,2021-01-22,09:38:00,"Baseline1","Baseline",6.618,"Petra_Cort_16.04.21","DG-5_F","DG-5_F_6",118.12,"BS_OXT_13.04.21",9.63333333333333,0.0272062862182471,-0.900274876708607
"m",15,1,50,2021-02-05,08:30:00,"Baseline2","Baseline",6.592,"Petra Cort 21.06.21","DG-5_F","DG-5_F_6",146.834,"BS_OXT_13.07.21",8.5,-1.0677079264835,0.179363581255341
"m",15,2,64,2021-02-19,10:00:00,"Baseline3","Baseline",6.612,"Petra.Cort.01.06.21","DG-5_F","DG-5_F_6",258.624,"BS_OXT_25.05.21",10,0.381443237386461,1.25900203921929
"m",15,2,64,2021-02-19,10:29:00,"Separation","Separation",14.486,"Petra.Cort.01.06.21","DG-5_F","DG-5_F_6",133.101,"BS_OXT_25.05.21",10.4833333333333,0.848391945744559,1.25900203921929
"m",15,2,64,2021-02-19,10:49:00,"Reunion","Reunion",9.44,"Petra.Cort.01.06.21","DG-5_F","DG-5_F_6",182.236,"BS_OXT_25.05.21",10.8166666666667,1.17042553771566,1.25900203921929
"m",1,1,35,2020-08-27,08:46:00,"Play","Play",16.427,"PM_Cort_19.02.21","DG-2_W","DG-2_W_7",547.247,"BS_OXT_15.12.20",8.76666666666667,-0.810081052906619,-0.977391909420317
"m",1,1,36,2020-08-28,08:46:00,"Baseline1","Baseline",5.776,"Petra_Cort_12.04.21","DG-2_W","DG-2_W_7",387.32,"BS_OXT_15.12.20",8.76666666666667,-0.810081052906619,-0.900274876708607
"m",3,2,28,2020-08-20,09:25:00,"Weaning","Weaning",14.889,"PM_Cort_19.02.21","DG-2_F","DG-2_F_7",NA,NA,9.41666666666667,-0.18211554856297,-1.51721113840229
"m",3,2,35,2020-08-27,09:53:00,"Play","Play",5.52,"PM_Cort_19.02.21","DG-2_F","DG-2_F_7",280.37,"BS_OXT_15.12.20",9.88333333333333,0.268731480196574,-0.977391909420317
"m",3,2,36,2020-08-28,09:13:00,"Baseline1","Baseline",6.956,"Petra_Cort_07.04.21","DG-2_F","DG-2_F_7",292.751,"BS_OXT_15.12.20",9.21666666666667,-0.375335703745631,-0.900274876708607
"m",3,2,47,2020-09-08,11:13:00,"Baseline2","Baseline",6.781,"Petra Cort 09.06.21","DG-2_F","DG-2_F_7",NA,NA,11.2166666666667,1.55686584808099,-0.0519875168797908
"m",3,2,62,2020-09-23,11:03:00,"Baseline3","Baseline",1.397,"Petra_Cort_29.04.21","DG-2_F","DG-2_F_7",33.1,"BS_OXT_22.04.21",11.05,1.39584905209543,1.10476797379587
"m",3,2,62,2020-09-23,11:30:00,"Separation","Separation",9.479,"Petra_Cort_29.04.21","DG-2_F","DG-2_F_7",251.741,"BS_OXT_22.04.21",11.5,1.83059440125642,1.10476797379587
"m",3,2,62,2020-09-23,11:51:00,"Reunion","Reunion",10.057,"Petra_Cort_29.04.21","DG-2_F","DG-2_F_7",192.127,"BS_OXT_22.04.21",11.85,2.16872967282608,1.10476797379587
"m",4,2,60,2020-11-02,10:48:00,"Baseline3","Baseline",6.454,"Petra Cort 14.05.21","DG-3_W","DG-3_W_7",276.574,"BS_OXT_06.05.21",10.8,1.15432385811711,0.950533908372446
"m",4,2,60,2020-11-02,11:10:00,"Separation","Separation",11.82,"Petra Cort 14.05.21","DG-3_W","DG-3_W_7",227.717,"BS_OXT_06.05.21",11.1666666666667,1.50856080928532,0.950533908372446
"m",4,2,60,2020-11-02,11:31:00,"Reunion","Reunion",10.969,"Petra Cort 14.05.21","DG-3_W","DG-3_W_7",543.546,"BS_OXT_06.05.21",11.5166666666667,1.84669608085498,0.950533908372446
"m",4,2,46,2020-10-19,11:40:00,"Baseline2","Baseline",5.253,"Petra Cort 11.06.21","DG-3_W","DG-3_W_7",NA,NA,11.6666666666667,1.99161119724197,-0.129104549591501
"m",4,1,49,2020-10-22,08:20:00,"Baseline2","Baseline",6.459,"Petra Cort 15.06.21","DG-3_W","DG-3_W_7",NA,NA,8.33333333333333,-1.22872472246905,0.10224654854363
"m",4,1,50,2020-10-23,08:20:00,"Baseline2","Baseline",2.433,"Petra Cort 15.06.21","DG-3_W","DG-3_W_7",183.845,"BS_OXT_13.07.21",8.33333333333333,-1.22872472246905,0.179363581255341
