"sex","sow","group.order","age","date","time","testday","context","cort_ngml","plate.name.cort","uniq.group","uniq.id","oxyt_pgml","plate.name.oxyt","time.n","time.n.z","age.z"
"m",8,2,28,2020-11-12,09:16:00,"Weaning","Weaning",12.968,"Petra_Cort_15.04.21","DG-4_F","DG-4_F_7",106.168,"BS_OXT_29.03.21",9.26666666666667,-0.327030664949965,-1.51721113840229
"m",8,2,35,2020-11-19,09:57:00,"Play","Play",12.804,"Petra_Cort_15.04.21","DG-4_F","DG-4_F_7",342.717,"BS_OXT_29.03.21",9.95,0.333138198590794,-0.977391909420317
"m",8,2,61,2020-12-15,11:26:00,"Baseline3","Baseline",5.105,"Petra Cort 27.05.21","DG-4_F","DG-4_F_7",47.802,"BS_OXT_10.05.21",11.4333333333333,1.7661876828622,1.02765094108416
"m",8,2,61,2020-12-15,11:56:00,"Separation","Separation",12.021,"Petra Cort 27.05.21","DG-4_F","DG-4_F_7",65.836,"BS_OXT_10.05.21",11.9333333333333,2.24923807081886,1.02765094108416
"m",8,2,61,2020-12-15,12:11:00,"Reunion","Reunion",6.792,"Petra Cort 27.05.21","DG-4_F","DG-4_F_7",40.129,"BS_OXT_18.05.21",12.1833333333333,2.49076326479718,1.02765094108416
"m",8,2,48,2020-12-02,11:43:00,"Baseline2","Baseline",4.208,"Petra Cort 15.06.21","DG-4_F","DG-4_F_7",NA,NA,11.7166666666667,2.03991623603764,0.0251295158319197
"m",8,1,50,2020-12-04,08:20:00,"Baseline2","Baseline",6.47,"Petra Cort 16.06.21","DG-4_F","DG-4_F_7",NA,NA,8.33333333333333,-1.22872472246905,0.179363581255341
"m",8,1,53,2020-12-07,09:10:00,"Baseline2","Baseline",4.597,"Petra Cort 16.06.21","DG-4_F","DG-4_F_7",178.813,"BS_OXT_12.07.21",9.16666666666667,-0.423640742541297,0.410714679390472
"m",11,1,35,2021-01-21,08:48:00,"Play","Play",9.112,"Petra_Cort_28.04.21","DG-5_W","DG-5_W_7",196.198,"BS_OXT_30.03.21",8.8,-0.777877693709509,-0.977391909420317
"m",11,1,36,2021-01-22,08:43:00,"Baseline1","Baseline",8.493,"Petra_Cort_28.04.21","DG-5_W","DG-5_W_7",143.59,"BS_OXT_30.03.21",8.71666666666667,-0.858386091702285,-0.900274876708607
"m",11,2,48,2021-02-03,11:42:00,"Baseline2","Baseline",5.812,"Petra Cort 22.06.21","DG-5_W","DG-5_W_7",NA,NA,11.7,2.02381455643908,0.0251295158319197
"m",11,1,50,2021-02-05,08:25:00,"Baseline2","Baseline",3.849,"Petra Cort 22.06.21","DG-5_W","DG-5_W_7",105.647,"BS_OXT_12.07.21",8.41666666666667,-1.14821632447628,0.179363581255341
"m",11,1,53,2021-02-08,08:10:00,"Baseline2","Baseline",7.946,"Petra Cort 22.06.21","DG-5_W","DG-5_W_7",NA,NA,8.16666666666667,-1.38974151845461,0.410714679390472
"m",11,2,62,2021-02-17,09:12:00,"Baseline3","Baseline",6.727,"Petra.Cort.01.06.21","DG-5_W","DG-5_W_7",117.929,"BS_OXT_25.05.21",9.2,-0.391437383344187,1.10476797379587
"m",11,2,62,2021-02-17,09:38:00,"Separation","Separation",13.116,"Petra.Cort.01.06.21","DG-5_W","DG-5_W_7",51.796,"BS_OXT_25.05.21",9.63333333333333,0.0272062862182471,1.10476797379587
"m",11,2,62,2021-02-17,09:57:00,"Reunion","Reunion",8.746,"Petra.Cort.01.06.21","DG-5_W","DG-5_W_7",54.54,"BS_OXT_25.05.21",9.95,0.333138198590794,1.10476797379587
"m",13,1,35,2020-11-19,08:34:00,"Play","Play",9.473,"Petra_Cort_12.04.21","DG-4_W","DG-4_W_7",111.072,"BS_OXT_29.03.21",8.56666666666667,-1.00330120808928,-0.977391909420317
"m",13,2,62,2020-12-16,10:03:00,"Baseline3","Baseline",4.21,"Petra Cort 31.05.21","DG-4_W","DG-4_W_7",58.987,"BS_OXT_18.05.21",10.05,0.429748276182127,1.10476797379587
"m",13,2,62,2020-12-16,10:29:00,"Separation","Separation",8.197,"Petra Cort 31.05.21","DG-4_W","DG-4_W_7",23.533,"BS_OXT_18.05.21",10.4833333333333,0.848391945744559,1.10476797379587
"m",13,2,62,2020-12-16,10:48:00,"Reunion","Reunion",6.229,"Petra Cort 31.05.21","DG-4_W","DG-4_W_7",44.7,"BS_OXT_18.05.21",10.8,1.15432385811711,1.10476797379587
"m",13,2,49,2020-12-03,10:50:00,"Baseline2","Baseline",4.731,"Petra Cort 16.06.21","DG-4_W","DG-4_W_7",NA,NA,10.8333333333333,1.18652721731422,0.10224654854363
"m",14,1,62,2020-11-04,08:25:00,"Baseline3","Baseline",5.597,"Petra Cort 11.05.21","DG-3_F","DG-3_F_7",209.95,"BS_OXT_06.05.21",8.41666666666667,-1.14821632447628,1.10476797379587
"m",14,1,62,2020-11-04,08:54:00,"Separation","Separation",8.914,"Petra Cort 11.05.21","DG-3_F","DG-3_F_7",138.988,"BS_OXT_06.05.21",8.9,-0.681267616118178,1.10476797379587
"m",14,1,62,2020-11-04,09:12:00,"Reunion","Reunion",10.805,"Petra Cort 11.05.21","DG-3_F","DG-3_F_7",165.107,"BS_OXT_06.05.21",9.2,-0.391437383344187,1.10476797379587
"m",14,2,28,2020-10-01,09:04:00,"Weaning","Weaning",11.512,"Petra_Cort_07.04.21","DG-3_F","DG-3_F_7",NA,NA,9.06666666666667,-0.520250820132627,-1.51721113840229
"m",14,1,48,2020-10-21,08:25:00,"Baseline2","Baseline",1.465,"Petra Cort 14.06.21","DG-3_F","DG-3_F_7",254.005,"BS_OXT_13.07.21",8.41666666666667,-1.14821632447628,0.0251295158319197
"m",14,1,50,2020-10-23,08:25:00,"Baseline2","Baseline",4.182,"Petra Cort 14.06.21","DG-3_F","DG-3_F_7",NA,NA,8.41666666666667,-1.14821632447628,0.179363581255341
"m",14,2,36,2020-10-09,09:48:00,"Baseline1","Baseline",8.14,"Petra_Cort_28.04.21","DG-3_F","DG-3_F_7",245.399,"BS_OXT_03.03.21",9.8,0.1882230822038,-0.900274876708607
"m",15,2,28,2021-01-14,09:25:00,"Weaning","Weaning",20.457,"Petra_Cort_16.04.21","DG-5_F","DG-5_F_7",135.179,"BS_OXT_30.03.21",9.41666666666667,-0.18211554856297,-1.51721113840229
"m",15,2,35,2021-01-21,09:43:00,"Play","Play",8.898,"Petra_Cort_16.04.21","DG-5_F","DG-5_F_7",112.457,"BS_OXT_30.03.21",9.71666666666667,0.107714684211023,-0.977391909420317
"m",15,2,36,2021-01-22,09:47:00,"Baseline1","Baseline",11.88,"Petra_Cort_16.04.21","DG-5_F","DG-5_F_7",286.569,"BS_OXT_13.04.21",9.78333333333333,0.172121402605244,-0.900274876708607
"m",15,1,47,2021-02-02,08:40:00,"Baseline2","Baseline",6.742,"Petra Cort 21.06.21","DG-5_F","DG-5_F_7",NA,NA,8.66666666666667,-0.906691130497951,-0.0519875168797908
"m",15,1,50,2021-02-05,08:30:00,"Baseline2","Baseline",7.096,"Petra Cort 21.06.21","DG-5_F","DG-5_F_7",NA,NA,8.5,-1.0677079264835,0.179363581255341
"m",15,1,64,2021-02-19,08:27:00,"Baseline3","Baseline",15.49,"Petra.Cort.01.06.21","DG-5_F","DG-5_F_7",231.851,"BS_OXT_25.05.21",8.45,-1.11601296527917,1.25900203921929
"m",15,1,64,2021-02-19,08:56:00,"Separation","Separation",12.699,"Petra.Cort.01.06.21","DG-5_F","DG-5_F_7",120.814,"BS_OXT_25.05.21",8.93333333333333,-0.649064256921068,1.25900203921929
"m",15,1,64,2021-02-19,09:15:00,"Reunion","Reunion",9.732,"Petra Cort 03.06.21","DG-5_F","DG-5_F_7",174.662,"BS_OXT_25.05.21",9.25,-0.343132344548521,1.25900203921929
"f",1,1,28,2020-08-20,08:35:00,"Weaning","Weaning",8.923,"PM_Cort_19.02.21","DG-2_W","DG-2_W_8",137.61,"BS_OXT_08.12.20",8.58333333333333,-0.987199528490726,-1.51721113840229
"f",1,1,35,2020-08-27,08:41:00,"Play","Play",10.644,"PM_Cort_19.02.21","DG-2_W","DG-2_W_8",273.872,"BS_OXT_15.12.20",8.68333333333333,-0.890589450899395,-0.977391909420317
"f",1,1,36,2020-08-28,08:43:00,"Baseline1","Baseline",7.433,"Petra_Cort_07.04.21","DG-2_W","DG-2_W_8",372.522,"BS_OXT_15.12.20",8.71666666666667,-0.858386091702285,-0.900274876708607
"f",1,1,47,2020-09-08,08:16:00,"Baseline2","Baseline",4.242,"Petra Cort 11.06.21","DG-2_W","DG-2_W_8",382.705,"BS_OXT_12.07.21",8.26666666666667,-1.29313144086327,-0.0519875168797908
"f",1,2,48,2020-09-09,11:00:00,"Baseline2","Baseline",3.401,"Petra Cort 11.06.21","DG-2_W","DG-2_W_8",284.45,"BS_OXT_21.04.21",11,1.34754401329977,0.0251295158319197
"f",1,2,63,2020-09-24,10:58:00,"Baseline3","Baseline",2.226,"Petra Cort 14.05.21","DG-2_W","DG-2_W_8",157.18,"BS_OXT_22.04.21",10.9666666666667,1.31534065410266,1.18188500650758
"f",1,2,63,2020-09-24,11:24:00,"Separation","Separation",2.798,"Petra Cort 14.05.21","DG-2_W","DG-2_W_8",160.538,"BS_OXT_22.04.21",11.4,1.73398432366509,1.18188500650758
"f",1,2,63,2020-09-24,11:45:00,"Reunion","Reunion",8.73,"Petra Cort 14.05.21","DG-2_W","DG-2_W_8",207.392,"BS_OXT_22.04.21",11.75,2.07211959523475,1.18188500650758
"f",1,1,49,2020-10-09,08:27:00,"Baseline2","Baseline",6.877,"Petra Cort 11.06.21","DG-2_W","DG-2_W_8",NA,NA,8.45,-1.11601296527917,0.10224654854363
"m",3,2,36,2020-08-28,09:17:00,"Baseline1","Baseline",5.144,"Petra_Cort_07.04.21","DG-2_F","DG-2_F_8",483.272,"BS_OXT_15.12.20",9.28333333333333,-0.31092898535141,-0.900274876708607
"m",3,2,61,2020-09-22,11:41:00,"Baseline3","Baseline",6.042,"Petra_Cort_29.04.21","DG-2_F","DG-2_F_8",204.688,"BS_OXT_22.04.21",11.6833333333333,2.00771287684053,1.02765094108416
"m",3,2,61,2020-09-22,12:08:00,"Separation","Separation",9.066,"Petra_Cort_29.04.21","DG-2_F","DG-2_F_8",245.484,"BS_OXT_22.04.21",12.1333333333333,2.44245822600152,1.02765094108416
"m",3,2,61,2020-09-22,12:27:00,"Reunion","Reunion",9.082,"Petra_Cort_29.04.21","DG-2_F","DG-2_F_8",244.338,"BS_OXT_22.04.21",12.45,2.74839013837407,1.02765094108416
"m",3,2,49,2020-10-09,10:26:00,"Baseline2","Baseline",5.382,"Petra Cort 09.06.21","DG-2_F","DG-2_F_8",NA,NA,10.4333333333333,0.800086906948894,0.10224654854363
"m",4,2,63,2020-11-05,09:58:00,"Baseline3","Baseline",4.118,"Petra_Cort_07.04.21","DG-3_W","DG-3_W_8",132.273,"BS_OXT_06.05.21",9.96666666666667,0.34923987818935,1.18188500650758
"m",4,2,63,2020-11-05,10:22:00,"Separation","Separation",4.467,"Petra Cort 14.05.21","DG-3_W","DG-3_W_8",73.86,"BS_OXT_06.05.21",10.3666666666667,0.735680188554674,1.18188500650758
"m",4,2,63,2020-11-05,10:40:00,"Reunion","Reunion",3.603,"Petra Cort 14.05.21","DG-3_W","DG-3_W_8",147.478,"BS_OXT_06.05.21",10.6666666666667,1.02551042132867,1.18188500650758
"m",4,1,28,2020-10-01,08:43:00,"Weaning","Weaning",9.25,"Petra_Cort_07.04.21","DG-3_W","DG-3_W_8",400.541,"BS_OXT_16.12.20",8.71666666666667,-0.858386091702285,-1.51721113840229
"m",4,1,49,2020-10-22,08:25:00,"Baseline2","Baseline",3.067,"Petra Cort 15.06.21","DG-3_W","DG-3_W_8",158.096,"BS_OXT_13.07.21",8.41666666666667,-1.14821632447628,0.10224654854363
"f",8,2,28,2020-11-12,09:24:00,"Weaning","Weaning",12.519,"Petra_Cort_15.04.21","DG-4_F","DG-4_F_8",96.819,"BS_OXT_29.03.21",9.4,-0.198217228161524,-1.51721113840229
"f",8,2,35,2020-11-19,10:03:00,"Play","Play",8.958,"Petra_Cort_15.04.21","DG-4_F","DG-4_F_8",124.456,"BS_OXT_29.03.21",10.05,0.429748276182127,-0.977391909420317
"f",8,2,36,2020-11-20,09:41:00,"Baseline1","Baseline",9.772,"Petra_Cort_15.04.21","DG-4_F","DG-4_F_8",178.244,"BS_OXT_29.03.21",9.68333333333333,0.0755113250139132,-0.900274876708607
"f",8,2,62,2020-12-16,09:16:00,"Baseline3","Baseline",7.235,"Petra Cort 27.05.21","DG-4_F","DG-4_F_8",53.627,"BS_OXT_18.05.21",9.26666666666667,-0.327030664949965,1.10476797379587
"f",8,2,62,2020-12-16,09:40:00,"Separation","Separation",10.208,"Petra Cort 27.05.21","DG-4_F","DG-4_F_8",33.951,"BS_OXT_18.05.21",9.66666666666667,0.0594096454153572,1.10476797379587
"f",8,2,62,2020-12-16,10:03:00,"Reunion","Reunion",7.665,"Petra Cort 27.05.21","DG-4_F","DG-4_F_8",47.27,"BS_OXT_18.05.21",10.05,0.429748276182127,1.10476797379587
"f",8,2,48,2020-12-02,11:43:00,"Baseline2","Baseline",6.159,"Petra Cort 16.06.21","DG-4_F","DG-4_F_8",NA,NA,11.7166666666667,2.03991623603764,0.0251295158319197
"m",11,1,28,2021-01-14,08:57:00,"Weaning","Weaning",19.353,"Petra_Cort_16.04.21","DG-5_W","DG-5_W_8",NA,NA,8.95,-0.632962577322514,-1.51721113840229
"m",11,1,35,2021-01-21,08:46:00,"Play","Play",11.003,"Petra_Cort_28.04.21","DG-5_W","DG-5_W_8",NA,NA,8.76666666666667,-0.810081052906619,-0.977391909420317
"m",11,1,36,2021-01-22,08:39:00,"Baseline1","Baseline",8.649,"Petra_Cort_28.04.21","DG-5_W","DG-5_W_8",145.912,"BS_OXT_30.03.21",8.65,-0.922792810096505,-0.900274876708607
"m",11,2,46,2021-02-01,11:15:00,"Baseline2","Baseline",6.143,"Petra Cort 22.06.21","DG-5_W","DG-5_W_8",NA,NA,11.25,1.5890692072781,-0.129104549591501
"m",11,2,60,2021-02-15,10:50:00,"Baseline3","Baseline",21.553,"Petra.Cort.01.06.21","DG-5_W","DG-5_W_8",198.018,"BS_OXT_19.05.21",10.8333333333333,1.18652721731422,0.950533908372446
"m",11,2,60,2021-02-15,11:13:00,"Separation","Separation",6.991,"Petra.Cort.01.06.21","DG-5_W","DG-5_W_8",71.852,"BS_OXT_19.05.21",11.2166666666667,1.55686584808099,0.950533908372446
"m",11,2,60,2021-02-15,11:35:00,"Reunion","Reunion",10.177,"Petra.Cort.01.06.21","DG-5_W","DG-5_W_8",NA,NA,11.5833333333333,1.9111027992492,0.950533908372446
"f",13,1,35,2020-11-19,08:50:00,"Play","Play",5.622,"Petra_Cort_12.04.21","DG-4_W","DG-4_W_8",NA,NA,8.83333333333333,-0.745674334512399,-0.977391909420317
"f",13,1,36,2020-11-20,08:52:00,"Baseline1","Baseline",9.244,"Petra_Cort_12.04.21","DG-4_W","DG-4_W_8",297.483,"BS_OXT_29.03.21",8.86666666666667,-0.713470975315288,-0.900274876708607
"f",13,2,64,2020-12-18,10:19:00,"Baseline3","Baseline",6.102,"Petra Cort 31.05.21","DG-4_W","DG-4_W_8",68.407,"BS_OXT_18.05.21",10.3166666666667,0.687375149759008,1.25900203921929
"f",13,2,64,2020-12-18,10:47:00,"Separation","Separation",16.943,"Petra Cort 31.05.21","DG-4_W","DG-4_W_8",58.398,"BS_OXT_19.05.21",10.7833333333333,1.13822217851855,1.25900203921929
"f",13,2,64,2020-12-18,11:06:00,"Reunion","Reunion",5.13,"Petra Cort 31.05.21","DG-4_W","DG-4_W_8",67.871,"BS_OXT_19.05.21",11.1,1.4441540908911,1.25900203921929
"f",13,1,50,2020-12-04,08:15:00,"Baseline2","Baseline",4.662,"Petra Cort 12.07.21","DG-4_W","DG-4_W_8",204.516,"BS_OXT_12.07.21",8.25,-1.30923312046183,0.179363581255341
"m",14,2,63,2020-11-05,09:12:00,"Baseline3","Baseline",6.935,"Petra Cort 11.05.21","DG-3_F","DG-3_F_8",270.528,"BS_OXT_06.05.21",9.2,-0.391437383344187,1.18188500650758
"m",14,2,63,2020-11-05,09:38:00,"Separation","Separation",14.436,"Petra Cort 11.05.21","DG-3_F","DG-3_F_8",118.268,"BS_OXT_06.05.21",9.63333333333333,0.0272062862182471,1.18188500650758
"m",14,2,63,2020-11-05,09:58:00,"Reunion","Reunion",14.156,"Petra Cort 11.05.21","DG-3_F","DG-3_F_8",569.244,"BS_OXT_06.05.21",9.96666666666667,0.34923987818935,1.18188500650758
"m",14,2,49,2020-10-22,10:58:00,"Baseline2","Baseline",3.879,"Petra Cort 14.06.21","DG-3_F","DG-3_F_8",NA,NA,10.9666666666667,1.31534065410266,0.10224654854363
"m",15,2,28,2021-01-14,09:16:00,"Weaning","Weaning",9.529,"Petra_Cort_16.04.21","DG-5_F","DG-5_F_8",183.559,"BS_OXT_30.03.21",9.26666666666667,-0.327030664949965,-1.51721113840229
"m",15,2,35,2021-01-21,09:46:00,"Play","Play",7.745,"Petra_Cort_16.04.21","DG-5_F","DG-5_F_8",104.056,"BS_OXT_30.03.21",9.76666666666667,0.156019723006689,-0.977391909420317
"m",15,2,36,2021-01-22,09:43:00,"Baseline1","Baseline",9.041,"Petra_Cort_16.04.21","DG-5_F","DG-5_F_8",169.175,"BS_OXT_13.04.21",9.71666666666667,0.107714684211023,-0.900274876708607
"m",15,1,46,2021-02-01,08:38:00,"Baseline2","Baseline",4.998,"Petra Cort 21.06.21","DG-5_F","DG-5_F_8",NA,NA,8.63333333333333,-0.938894489695061,-0.129104549591501
"m",15,1,60,2021-02-15,08:35:00,"Baseline3","Baseline",4.644,"Petra Cort 31.05.21","DG-5_F","DG-5_F_8",84.059,"BS_OXT_25.05.21",8.58333333333333,-0.987199528490726,0.950533908372446
"m",15,1,60,2021-02-15,08:57:00,"Separation","Separation",5.222,"Petra Cort 31.05.21","DG-5_F","DG-5_F_8",35.863,"BS_OXT_25.05.21",8.95,-0.632962577322514,0.950533908372446
"m",15,1,60,2021-02-15,09:20:00,"Reunion","Reunion",3.261,"Petra Cort 31.05.21","DG-5_F","DG-5_F_8",37.467,"BS_OXT_25.05.21",9.33333333333333,-0.262623946555744,0.950533908372446
"f",1,1,28,2020-08-20,08:39:00,"Weaning","Weaning",8.33,"PM_Cort_19.02.21","DG-2_W","DG-2_W_9",184.429,"BS_OXT_08.12.20",8.65,-0.922792810096505,-1.51721113840229
"f",1,2,48,2020-09-09,11:06:00,"Baseline2","Baseline",3.856,"Petra Cort 11.06.21","DG-2_W","DG-2_W_9",NA,NA,11.1,1.4441540908911,0.0251295158319197
"f",1,1,62,2020-09-23,08:32:00,"Baseline3","Baseline",4.199,"Petra_Cort_29.04.21","DG-2_W","DG-2_W_9",145.155,"BS_OXT_22.04.21",8.53333333333333,-1.03550456728639,1.10476797379587
"f",1,1,62,2020-09-23,08:56:00,"Separation","Separation",6.842,"Petra_Cort_29.04.21","DG-2_W","DG-2_W_9",150.422,"BS_OXT_22.04.21",8.93333333333333,-0.649064256921068,1.10476797379587
"f",1,1,62,2020-09-23,09:16:00,"Reunion","Reunion",7.624,"Petra Cort 11.05.21","DG-2_W","DG-2_W_9",216.387,"BS_OXT_22.04.21",9.26666666666667,-0.327030664949965,1.10476797379587
"f",3,1,46,2020-09-07,08:40:00,"Baseline2","Baseline",4.801,"Petra Cort 03.06.21","DG-2_F","DG-2_F_9",NA,NA,8.66666666666667,-0.906691130497951,-0.129104549591501
"f",3,1,48,2020-09-09,08:38:00,"Baseline2","Baseline",3.431,"Petra Cort 03.06.21","DG-2_F","DG-2_F_9",NA,NA,8.63333333333333,-0.938894489695061,0.0251295158319197
"f",3,1,63,2020-09-24,08:35:00,"Baseline3","Baseline",4.919,"Petra Cort 11.05.21","DG-2_F","DG-2_F_9",158.785,"BS_OXT_06.05.21",8.58333333333333,-0.987199528490726,1.18188500650758
"f",3,1,63,2020-09-24,09:00:00,"Separation","Separation",9.32,"Petra Cort 11.05.21","DG-2_F","DG-2_F_9",203.003,"BS_OXT_06.05.21",9,-0.584657538526848,1.18188500650758
"f",3,1,63,2020-09-24,09:20:00,"Reunion","Reunion",6.875,"Petra Cort 11.05.21","DG-2_F","DG-2_F_9",161.272,"BS_OXT_06.05.21",9.33333333333333,-0.262623946555744,1.18188500650758
"f",4,2,62,2020-11-04,09:12:00,"Baseline3","Baseline",4.239,"Petra Cort 14.05.21","DG-3_W","DG-3_W_9",97.562,"BS_OXT_06.05.21",9.2,-0.391437383344187,1.10476797379587
"f",4,2,62,2020-11-04,09:39:00,"Separation","Separation",4.901,"Petra Cort 14.05.21","DG-3_W","DG-3_W_9",78.064,"BS_OXT_06.05.21",9.65,0.043307965816803,1.10476797379587
"f",4,2,62,2020-11-04,09:58:00,"Reunion","Reunion",7.275,"Petra Cort 14.05.21","DG-3_W","DG-3_W_9",168.004,"BS_OXT_06.05.21",9.96666666666667,0.34923987818935,1.10476797379587
"f",4,1,28,2020-10-01,08:56:00,"Weaning","Weaning",11.367,"Petra_Cort_12.04.21","DG-3_W","DG-3_W_9",193.301,"BS_OXT_16.12.20",8.93333333333333,-0.649064256921068,-1.51721113840229
"f",4,1,36,2020-10-09,08:49:00,"Baseline1","Baseline",12.92,"Petra_Cort_07.04.21","DG-3_W","DG-3_W_9",280.783,"BS_OXT_03.03.21",8.81666666666667,-0.761776014110954,-0.900274876708607
"f",8,2,28,2020-11-12,09:13:00,"Weaning","Weaning",19.089,"Petra_Cort_15.04.21","DG-4_F","DG-4_F_9",109.074,"BS_OXT_29.03.21",9.21666666666667,-0.375335703745631,-1.51721113840229
"f",8,2,35,2020-11-19,09:47:00,"Play","Play",6.411,"Petra_Cort_15.04.21","DG-4_F","DG-4_F_9",178.516,"BS_OXT_29.03.21",9.78333333333333,0.172121402605244,-0.977391909420317
"f",8,2,36,2020-11-20,09:36:00,"Baseline1","Baseline",9.976,"Petra_Cort_15.04.21","DG-4_F","DG-4_F_9",197.151,"BS_OXT_29.03.21",9.6,-0.00499707297886308,-0.900274876708607
"f",8,2,46,2020-11-30,11:57:00,"Baseline2","Baseline",6.626,"Petra Cort 16.06.21","DG-4_F","DG-4_F_9",NA,NA,11.95,2.26533975041741,-0.129104549591501
"f",8,2,60,2020-12-14,11:10:00,"Baseline3","Baseline",16.547,"Petra Cort 27.05.21","DG-4_F","DG-4_F_9",326.701,"BS_OXT_10.05.21",11.1666666666667,1.50856080928532,0.950533908372446
"f",8,2,60,2020-12-14,11:37:00,"Separation","Separation",13.953,"Petra Cort 27.05.21","DG-4_F","DG-4_F_9",139.661,"BS_OXT_10.05.21",11.6166666666667,1.94330615844631,0.950533908372446
"f",8,2,60,2020-12-14,11:59:00,"Reunion","Reunion",11.902,"Petra Cort 27.05.21","DG-4_F","DG-4_F_9",133.607,"BS_OXT_10.05.21",11.9833333333333,2.29754310961452,0.950533908372446
"f",11,1,28,2021-01-14,08:40:00,"Weaning","Weaning",14.387,"Petra_Cort_28.04.21","DG-5_W","DG-5_W_9",NA,NA,8.66666666666667,-0.906691130497951,-1.51721113840229
"f",11,1,35,2021-01-21,08:48:00,"Play","Play",10.42,"Petra_Cort_28.04.21","DG-5_W","DG-5_W_9",187.677,"BS_OXT_30.03.21",8.8,-0.777877693709509,-0.977391909420317
"f",11,1,36,2021-01-22,08:41:00,"Baseline1","Baseline",4.91,"Petra_Cort_28.04.21","DG-5_W","DG-5_W_9",104.493,"BS_OXT_30.03.21",8.68333333333333,-0.890589450899395,-0.900274876708607
"f",11,1,48,2021-02-03,08:35:00,"Baseline2","Baseline",4.667,"Petra Cort 22.06.21","DG-5_W","DG-5_W_9",NA,NA,8.58333333333333,-0.987199528490726,0.0251295158319197
"f",11,1,49,2021-02-04,08:32:00,"Baseline2","Baseline",5.134,"Petra Cort 22.06.21","DG-5_W","DG-5_W_9",NA,NA,8.53333333333333,-1.03550456728639,0.10224654854363
"f",11,2,63,2021-02-18,09:59:00,"Baseline3","Baseline",3.097,"Petra.Cort.01.06.21","DG-5_W","DG-5_W_9",83.552,"BS_OXT_25.05.21",9.98333333333333,0.365341557787905,1.18188500650758
"f",11,2,63,2021-02-18,10:25:00,"Separation","Separation",8.843,"Petra.Cort.01.06.21","DG-5_W","DG-5_W_9",45.582,"BS_OXT_25.05.21",10.4166666666667,0.783985227350338,1.18188500650758
